;1;A Vida Humana é Bela, Divina e Infinitamente Abundante assim como a Natureza.Quando Somos Gratos por estas Manifestações da Natureza tornamo-nos Um com o Todo! Como num Sopro Divino, nos dissipamos juntamente com estes Símbolos da Natureza Manifestados.Não há mais o EU e nem o MIM, há somente o Nós Namastê!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Mensageiros do Bem, Brilhem sua Luz;1;;;;;;;;;;;;;;;;;;;;;;
;1;Só por hoje... viver cada dia, no aqui e agora!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Temos que incluir TODOS nossos alunos nas escolas e nos adaptar a ensina-los de acordo com suas necessidades especiais ! ;1;;;;;;;;;;;;;;;;;;;;;;
;1;Para quem quer Despertar e sair da Matriz, preste atenção neste vídeo... Eu tive meu primeiro contato com AI a mais de 30 anos atrás, na escola e trabalho, e posso dizer baseada em dados e fatos que nós humanos estamos cada dia mais sendo condicionados a viver dentro dessa Matriz! Recomendo também que assistam a série de filmes Matriz para entender um pouco melhor do que estou dizendo... Em qual realidade vivemos? Em qual realidade você quer continuar vivendo?;1;;;;;;;;;;;;;;;;;;;;;;
;1;Estudando novas técnicas Meditativas com Lille Lindmäe e Gioacchino Pagliaro ... aprimorando conhecimentos quânticos com Dr. Amit Goswami e compartilhando conhecimentos com grupo Ativismo Quântico Europeu!! Gratidão a Todos Mestres e Amigos que me proporcionaram mais estes momentos tão especiais!! Agora é hora de colocar em prática ... DO BE DO BE DO ;1;;;;;;;;;;;;;;;;;;;;;;
;1;Afinal, Este é o segredo da Vida em abundância... Confiança, Entrega e Amor em tudo e no Todo!! Namastê;1;;;;;;;;;;;;;;;;;;;;;;
;1;Árvore Genealógica da Família Tanajura, Castro e outras... Se voltarmos um pouco mais na História vamos descobrir que SOMOS UMA única Família, vindos da mesma Consciência!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Cada novo dia de vida é uma Dádiva do Divino se Manifestando com uma nova oportunidade de aprendizado!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Tão atual... sobre os Índigos e Cristais;1;;;;;;;;;;;;;;;;;;;;;;
;1;Fazer aula de Psicologia Corporal num lugar ao ar livre como este foi incrível... Gratidão Frieda Sousa e Manoel Simao por proporcionarem este momento tão especial!!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Gratidão querida Mestra Vera Saldanha e Tania Lima!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Mais um sonho realizado... Formatura da Pós em Psicologia Transpessoal!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Gratidão Mestres Vera, Manoel e Cristina por terem nos proporcionado tantos aprendizados nestes dois anos ... Em retribuição, os frutos que vocês plantaram se revelaram nesta Festa de Transformatura!! ;1;;;;;;;;;;;;;;;;;;;;;;
;1;Assim como um sonho que se transforma em realidade, podemos transmutar nossos desejos em novas formas pensamentos e realiza-los, nos tornando co-criadores de nossas vidas;1;;;;;;;;;;;;;;;;;;;;;;
;1;Só por Hoje... simplesmente seja... Feliz!!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Gratidão!! Quanto mais somos gratos por mais um dia de Vida, mais Deus nos surpreende com sua Divina Abundância e Beleza!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Sobre os Indigos e Cristais e a relação com mundo quântico...;1;;;;;;;;;;;;;;;;;;;;;;
;1;Gratidão Pela Vida e Vida em Abundância!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Pós em Psicologia Transpessoal;1;;;;;;;;;;;;;;;;;;;;;;
;1;Encantada com este espetáculo de Lua;1;;;;;;;;;;;;;;;;;;;;;;
;1;Formação como Facilitadora de Barras de Access Consciousness;1;;;;;;;;;;;;;;;;;;;;;;
;1;Amiga(o)s, Gostaria de pedir o apoio de vocês em responder a pesquisa do link abaixo... trata-se de um trabalho de estudantes de engenharia da computação da qual minha filha, Fernanda, faz parte. Observem... são futuros engenheiros pensando em tipos psicológicos ... Uauuu... este é o futuro do nosso planeta!! São Jovens saindo da Matrix para pensar no bem estar do próximo :) Agradeço a atenção e tempo de vocês! Beijos de Luz;1;;;;;;;;;;;;;;;;;;;;;;
;1;Para Denunciar violências a pessoa idosa Disque 100.;1;;;;;;;;;;;;;;;;;;;;;;
;1;Maria, Arquétipo da Grande Mãe e do Amor Incondicional;1;;;;;;;;;;;;;;;;;;;;;;
;1;Namaste! Somos todos UM!!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Mais um dia de Grandes Aprendizados com Físico Quântico Amit Goswami!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Concordo... A elegância está no Ser e não no Ter ! Que tal nos vestirmos de mais Amor?;1;;;;;;;;;;;;;;;;;;;;;;
;1;compartilhando... Estes lindos filhotes estão para doação.;1;;;;;;;;;;;;;;;;;;;;;;
;1;O Maior exemplo que Jesus nos deixou Amar... apesar de tudo! Feliz Páscoa!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Uau... uma Nebulosa! Gratidão ao Universo;1;;;;;;;;;;;;;;;;;;;;;;
;1;Qual é o seu mito?;1;;;;;;;;;;;;;;;;;;;;;;
;1;hahaaa... tentando não rir!! Ainda bem que não lembro se já fiz 40 ,,,;1;;;;;;;;;;;;;;;;;;;;;;
;1;Parabéns a todas(os) Terapeutas que Amam e curam incondicionalmente!;1;;;;;;;;;;;;;;;;;;;;;;
;1;tão atual ...  O que estamos fazendo hoje com a dádiva da vida que nos foi concedida junto daqueles que nós tanto amamos? Amar é não desistir jamais, acreditando sempre que mesmo além desta vida poderemos nos reencontrar novamente;1;;;;;;;;;;;;;;;;;;;;;;
;1;Homenagem aos meus Ancestrais que deixaram seu legado neste País:;1;;;;;;;;;;;;;;;;;;;;;;
;1;Grande verdade.... Gratidão aos amigos que estão ao meu lado, felizes, celebrando e compartilhando a prosperidade!;1;;;;;;;;;;;;;;;;;;;;;;
;1;Viver a Vida;1;;;;;;;;;;;;;;;;;;;;;;
;2;Amiga vamos tirar umas fotos juntas?;1;;;;;;;;;;;;;;;;;;;;;;
;2;Precisamos falar sobre Saúde Mental . SetembroAmarelo. ;1;;;;;;;;;;;;;;;;;;;;;;
;2;Melhor photo conceitual das idade pivete. ;1;;;;;;;;;;;;;;;;;;;;;;
;2;Antipática. Na moral, insano. É bom saber, que mesmo não sendo uma pessoa super redes sociais e tendo pouco contato com o povo , que no meu feed tenha tanta gente bonita de alma e de coração nesse período tão complicado que estamos vivendo . Um abraço e conforto calorosos , cheios de amor pra vocês ! Vamos seguir em frente ! Eu nas festa.;1;;;;;;;;;;;;;;;;;;;;;;
;2;Há um ano entrando nesses rolê <3. ;1;;;;;;;;;;;;;;;;;;;;;;
;2;O impacto das pessoas ao me conhecer de verdade. Você queria ela ruiva ou ela roxa? Sobre a obrigação de permanecer ruiva : pintei de roxo, tonalizei de azul e sai correndo. Nas minhas veias corre o sangue. Nas minhas veias corre o sangue de resistentes que a ditadura não conseguiu exterminar. De pedreiro e varredora de rua mortos pelo descaso direcionado a classe trabalhadora existente no mesmo regime, e que ainda caminhamos para que os avanços direcionados a situação dessa mesma classe sejam conquistados sempre. De lgBt, de mulher e de considerada por uns como doente mental, por outros simplesmente louca e por alguns como fraca, vadia para não dizer outros nomes. Não abaixo a cabeça. Trampei de barista na Tunnel Dance ontem e hoje vou surgir pela pixsta na MAMBA NEGRA. De cara limpissima logo após tingir as madeixas, encontrando o @sickexistenz, @ludmilla_fagundes e a Isa Liz e papeando sobre a maionese do bar. Sem produção, sem carão e de copinho na mão tomando cuidado pra não exagerar por conta das medicações. Quem vê não diz que tem piripaque e fica fritinha. Abençoada seja a breja sem álcool pra poder aproveitar happy hour. O bonde das Colorato e musa dos alisamentos passando por aqui galereeee Todas guerreiras e durante 4 dias arrasani no salto alto (eu durante 3 porque esqueci no primeiro dia hakahajaha). ;1;;;;;;;;;;;;;;;;;;;;;;
;2;"Reflexão sobre amor e desamor, frustração, duvidas e o perdão. Após uma tarde de cafézinho com a @vickkarat . Você é lindíssima e talentosa! Muito carinho por essa festa que além de ser uma das mais inclusivas de todas ainda cita Freud para descrever seu evento <3 <3 . ''Freud já dizia em seu texto, o ""Inquietante"", 1919, a combinação de elementos contrários gera uma inquietante estranheza, que resulta no encantamento. Cria-se na pixta uma atmosfera mágica, e fervilhante, carregada de alma. Pode-se dizer que é a mesma sensação sonora do rock gótico dos anos 80 e do pós punk adicionadas as fervilhanças do punk e psychobilly mas para o gênero do TECHNO. Além de colecionar e pesquisar sonoramente aquilo que sempre nos representa psicológicamente, os sets que fazemos são a transposição do que é o CASAL BELALUGOSI, do que realmente somos para o formato sonoro : )))))) A exteriorização do EU pensante e ""sentimentalizado"", do EU-provocativo e conflitante com a REALIDADE, em contraposição ao EU-apenas mais um numero da modernidade-maquina-alienado. Dai lembro novamente de uma citação de Durafour, 2005, que diz em outras palavras, que a música gótica joga com os registros de obscuridade, do contraste entre doçura e as sombras, veiculando uma gama de emoções das mais diversas. Os sons inquietantes, a atmosfera inabitual, cinematográfica, música teatral, buscam sempre a expressão do belo na escuridão. ''. As várias faces e o bastidor. Nas minhas veias corre o sangue. ";1;;;;;;;;;;;;;;;;;;;;;;
